gen	neutral	del	ben
1427 	 2524.2 	 189.244 	 422.606
1428 	 2525.79 	 189.104 	 423.061
1429 	 2528.14 	 189.557 	 423.342
1430 	 2530.2 	 189.252 	 423.486
1431 	 2532.14 	 189.704 	 423.66
1432 	 2533.26 	 189.111 	 423.484
1433 	 2536.04 	 189.673 	 423.771
1434 	 2539.86 	 189.605 	 424.018
1435 	 2542.55 	 189.483 	 424.255
1436 	 2543.56 	 189.627 	 424.554
1437 	 2545.57 	 190.183 	 424.746
1438 	 2546.94 	 190.256 	 424.976
1439 	 2547.6 	 190.429 	 425.216
1440 	 2548.43 	 190.211 	 425.258
1441 	 2548.68 	 190.306 	 425.426
1442 	 2549.89 	 190.689 	 425.705
1443 	 2553.16 	 190.808 	 425.814
1444 	 2554.45 	 191.014 	 426.145
1445 	 2554.06 	 191.167 	 426.409
1446 	 2556.74 	 191.121 	 426.858
1447 	 2557.99 	 191.018 	 427.202
1448 	 2560.99 	 191.174 	 427.705
1449 	 2562.82 	 191.38 	 427.721
1450 	 2564.11 	 191.397 	 428.047
1451 	 2565.92 	 191.708 	 428.264
1452 	 2568.6 	 191.659 	 428.513
1453 	 2570.7 	 192.224 	 429.064
1454 	 2572.13 	 192.692 	 429.368
1455 	 2573.66 	 192.468 	 429.873
1456 	 2575.4 	 193.213 	 429.952
1457 	 2577.32 	 193.12 	 430.332
1458 	 2579.83 	 193.395 	 430.569
1459 	 2582.46 	 193.672 	 430.94
1460 	 2584.31 	 194.167 	 431.204
1461 	 2587.1 	 194.12 	 431.442
1462 	 2588.7 	 194.128 	 431.509
1463 	 2590.94 	 194.38 	 431.765
1464 	 2593.41 	 194.621 	 431.982
1465 	 2597.17 	 195.105 	 432.288
1466 	 2599.3 	 195.238 	 432.593
1467 	 2601.85 	 195.202 	 432.906
1468 	 2602.63 	 195.088 	 433.454
1469 	 2605.91 	 195.213 	 433.954
1470 	 2607.52 	 195.917 	 434.343
1471 	 2608.46 	 196.485 	 435.056
1472 	 2609.66 	 196.309 	 435.574
1473 	 2611.68 	 196.472 	 435.772
1474 	 2615.54 	 196.621 	 435.927
1475 	 2618.05 	 196.252 	 436.276
1476 	 2619.4 	 196.854 	 436.683
1477 	 2622.1 	 197.264 	 437.143
1478 	 2622.84 	 197.424 	 437.263
1479 	 2624.27 	 197.481 	 437.455
1480 	 2625.91 	 197.141 	 437.827
1481 	 2628.05 	 197.344 	 438.134
1482 	 2628.9 	 197.743 	 438.624
1483 	 2631.76 	 198.051 	 438.907
1484 	 2635.11 	 198.097 	 439.496
1485 	 2637.18 	 198.342 	 440.235
1486 	 2639.06 	 199.048 	 440.615
1487 	 2641.02 	 198.865 	 441.062
1488 	 2642.62 	 199.139 	 441.268
1489 	 2644.79 	 199.454 	 441.615
1490 	 2647.89 	 199.573 	 441.724
1491 	 2649.26 	 199.669 	 441.986
1492 	 2650.28 	 199.694 	 442.562
1493 	 2651.39 	 199.707 	 442.96
1494 	 2654.56 	 199.858 	 443.082
1495 	 2657.71 	 199.893 	 443.598
1496 	 2658.02 	 200.503 	 443.889
1497 	 2660.39 	 200.731 	 444.223
1498 	 2663.01 	 200.95 	 444.532
1499 	 2666.05 	 201.321 	 445.06
1500 	 2667.39 	 201.563 	 445.334
1501 	 2670.08 	 201.943 	 445.853
1502 	 2671.73 	 201.625 	 446.075
1503 	 2673.55 	 201.877 	 446.567
1504 	 2674.4 	 202.234 	 446.946
1505 	 2675.3 	 202.42 	 447.412
1506 	 2676.52 	 202.478 	 447.911
1507 	 2678.19 	 202.771 	 448.022
1508 	 2680.21 	 203.085 	 448.513
1509 	 2681.31 	 203.201 	 448.84
1510 	 2683.73 	 203.384 	 449.107
1511 	 2686.91 	 203.347 	 449.648
1512 	 2688.64 	 203.583 	 449.742
1513 	 2690.22 	 203.834 	 449.932
1514 	 2692.61 	 204.074 	 450.171
1515 	 2694.85 	 203.349 	 450.517
1516 	 2696.19 	 203.485 	 450.626
1517 	 2699.62 	 203.787 	 450.969
1518 	 2701.16 	 204 	 451.397
1519 	 2704.1 	 204.392 	 451.891
1520 	 2705.76 	 204.789 	 452.23
1521 	 2707.14 	 204.925 	 452.779
1522 	 2709.39 	 205.277 	 453.051
1523 	 2711.65 	 205.613 	 453.697
1524 	 2712.68 	 206.27 	 454.247
1525 	 2715 	 206.476 	 454.621
1526 	 2715.83 	 206.412 	 454.832
1527 	 2715.65 	 206.885 	 455.183
1528 	 2718.31 	 206.724 	 455.652
1529 	 2720.1 	 206.477 	 455.915
1530 	 2721.26 	 206.569 	 456.026
1531 	 2723.49 	 207.191 	 456.461
1532 	 2724.62 	 207.232 	 456.917
1533 	 2725.7 	 207.31 	 457.156
1534 	 2728.32 	 207.545 	 457.093
1535 	 2730.73 	 207.321 	 457.426
1536 	 2733.65 	 207.751 	 457.963
1537 	 2736.16 	 207.933 	 458.189
1538 	 2738.99 	 207.891 	 458.388
1539 	 2741.2 	 208.099 	 458.579
1540 	 2740.84 	 208.298 	 458.95
1541 	 2742.13 	 208.87 	 459.227
1542 	 2742.72 	 209.085 	 459.297
1543 	 2744.26 	 209.274 	 459.612
1544 	 2747.23 	 208.881 	 459.996
1545 	 2747.04 	 209.249 	 460.371
1546 	 2747.62 	 209.504 	 460.994
1547 	 2748.92 	 209.336 	 461.264
1548 	 2751.18 	 209.39 	 461.569
1549 	 2754.22 	 209.599 	 461.958
1550 	 2756.57 	 209.358 	 462.339
1551 	 2758.82 	 209.034 	 462.945
1552 	 2760.29 	 209.055 	 463.339
1553 	 2760.82 	 208.955 	 463.829
1554 	 2761.7 	 208.925 	 464.19
1555 	 2765.31 	 209.008 	 464.627
1556 	 2767.41 	 209.046 	 464.842
1557 	 2768.25 	 209.294 	 465.085
1558 	 2770.26 	 209.228 	 465.314
1559 	 2773.74 	 209.208 	 465.876
1560 	 2775.89 	 209.488 	 466.291
1561 	 2777.32 	 209.71 	 466.872
1562 	 2778.59 	 209.948 	 467.183
1563 	 2780.43 	 210.295 	 467.484
1564 	 2782.22 	 209.967 	 467.867
1565 	 2784.19 	 210.625 	 468.505
1566 	 2785.53 	 210.342 	 469.028
1567 	 2787.2 	 210.706 	 469.075
1568 	 2790.53 	 211.325 	 469.281
1569 	 2791.46 	 211.597 	 469.297
1570 	 2793.49 	 211.55 	 469.6
1571 	 2794.57 	 211.677 	 470.26
1572 	 2795.52 	 211.751 	 470.412
1573 	 2797.59 	 212.29 	 470.716
1574 	 2797.61 	 212.218 	 471.072
1575 	 2798.45 	 212.28 	 471.268
1576 	 2799.38 	 212.14 	 471.75
1577 	 2802.63 	 212.304 	 472.087
1578 	 2804.66 	 212.43 	 472.444
1579 	 2806.85 	 212.89 	 472.665
1580 	 2808.85 	 213.02 	 473.155
1581 	 2810.18 	 212.756 	 473.542
1582 	 2811.1 	 212.616 	 473.998
1583 	 2814.72 	 213.07 	 474.396
1584 	 2816.32 	 213.166 	 474.978
1585 	 2819.06 	 213.877 	 475.401
1586 	 2821.32 	 214.265 	 475.632
1587 	 2823.71 	 214.135 	 475.775
1588 	 2824.22 	 214.227 	 476.125
1589 	 2826.14 	 214.501 	 476.378
1590 	 2829.28 	 214.966 	 476.701
1591 	 2829.68 	 215.031 	 477.103
1592 	 2832.8 	 215.074 	 477.365
1593 	 2834.36 	 215.353 	 477.823
1594 	 2835.8 	 215.362 	 478.139
1595 	 2836.84 	 215.396 	 478.445
1596 	 2837.84 	 215.459 	 478.895
1597 	 2840.14 	 215.647 	 479.353
1598 	 2842.33 	 215.578 	 479.819
1599 	 2843.82 	 216.161 	 480.152
1600 	 2846.26 	 216.279 	 480.49
1601 	 2847.31 	 216.765 	 481.053
1602 	 2848.69 	 217.183 	 481.389
1603 	 2848.68 	 217.581 	 481.811
1604 	 2849.06 	 217.662 	 482.138
1605 	 2850.43 	 217.476 	 482.698
1606 	 2852 	 217.852 	 483.259
1607 	 2853.81 	 218.232 	 483.275
1608 	 2854.22 	 218.254 	 483.89
1609 	 2855.65 	 218.317 	 483.761
1610 	 2857.3 	 218.642 	 484.042
1611 	 2857.85 	 218.749 	 484.226
1612 	 2859.82 	 219.237 	 484.589
1613 	 2858.15 	 218.779 	 484.884
1614 	 2858.51 	 218.434 	 484.957
1615 	 2860.31 	 218.388 	 485.418
1616 	 2863.13 	 218.453 	 485.892
1617 	 2863.94 	 218.846 	 486.347
1618 	 2864.43 	 218.874 	 486.614
1619 	 2865.85 	 219.344 	 486.87
1620 	 2867.39 	 218.83 	 487.224
1621 	 2868.91 	 218.935 	 487.58
1622 	 2870.44 	 219.52 	 488.043
1623 	 2873.02 	 219.893 	 488.317
1624 	 2872.6 	 219.962 	 488.605
1625 	 2874.77 	 220.012 	 489.106
1626 	 2876.38 	 219.97 	 489.481
1627 	 2877.48 	 220.163 	 489.363
1628 	 2880.34 	 220.467 	 489.638
1629 	 2883.22 	 220.241 	 490.017
1630 	 2885.45 	 220.348 	 490.324
1631 	 2885.95 	 220.039 	 490.796
1632 	 2887.06 	 220.347 	 491.038
1633 	 2888.57 	 220.477 	 491.603
1634 	 2889.12 	 220.828 	 491.985
1635 	 2889.83 	 221.057 	 492.24
1636 	 2892.31 	 221.107 	 492.641
1637 	 2891.19 	 221.282 	 493.023
1638 	 2892.7 	 221.198 	 493.205
1639 	 2893.34 	 221.557 	 493.707
1640 	 2895.82 	 221.201 	 493.923
1641 	 2900.09 	 221.354 	 494.328
1642 	 2902.12 	 221.484 	 494.646
1643 	 2904.71 	 221.54 	 494.756
1644 	 2906.67 	 222.101 	 495.13
1645 	 2908.17 	 222.396 	 495.286
1646 	 2909.76 	 222.488 	 495.549
1647 	 2910.64 	 222.361 	 495.688
1648 	 2913.14 	 222.289 	 495.848
1649 	 2914.53 	 222.631 	 496.229
1650 	 2915 	 223.447 	 496.527
1651 	 2916.98 	 223.487 	 496.818
1652 	 2918.91 	 223.832 	 497.434
1653 	 2920.94 	 223.747 	 498.113
1654 	 2922.3 	 223.703 	 498.259
1655 	 2924.68 	 223.955 	 498.78
1656 	 2926.6 	 224.03 	 498.968
1657 	 2927.92 	 223.954 	 499.253
1658 	 2929.44 	 224.239 	 499.731
1659 	 2931.87 	 224.034 	 500.061
1660 	 2933.87 	 224.355 	 500.304
1661 	 2933.26 	 224.004 	 500.95
1662 	 2935 	 224.178 	 501.027
1663 	 2935.13 	 224.593 	 501.544
1664 	 2937.68 	 224.426 	 501.924
1665 	 2940.03 	 224.273 	 502.483
1666 	 2942.44 	 224.812 	 502.855
1667 	 2943.37 	 225.122 	 503.074
1668 	 2945.47 	 225.395 	 503.223
1669 	 2946.2 	 224.999 	 503.648
1670 	 2946.96 	 224.602 	 503.981
1671 	 2950.3 	 224.581 	 504.319
1672 	 2953.99 	 224.772 	 504.45
1673 	 2955.4 	 224.62 	 504.55
1674 	 2958.77 	 225.417 	 504.865
1675 	 2963.17 	 225.338 	 505.139
1676 	 2965.05 	 225.203 	 505.356
1677 	 2967.75 	 225.475 	 505.459
1678 	 2968.43 	 225.374 	 505.657
1679 	 2970.62 	 225.89 	 506.142
1680 	 2971.15 	 225.883 	 506.359
1681 	 2974.67 	 225.58 	 506.663
1682 	 2977.57 	 225.001 	 506.9
1683 	 2979.39 	 224.805 	 507.278
1684 	 2981.71 	 224.623 	 507.598
1685 	 2983.23 	 224.958 	 507.83
1686 	 2987.48 	 224.703 	 508.201
1687 	 2990.39 	 224.971 	 508.791
1688 	 2994.24 	 224.678 	 508.998
1689 	 2995.95 	 224.434 	 509.507
1690 	 2999.31 	 224.179 	 509.915
1691 	 3001.79 	 224.108 	 510.544
1692 	 3005.21 	 223.986 	 510.8
1693 	 3007.14 	 224.487 	 510.914
1694 	 3007.62 	 225.093 	 511.411
1695 	 3009.98 	 225.648 	 511.647
1696 	 3012.17 	 226.26 	 512.104
1697 	 3015.28 	 226.507 	 512.284
1698 	 3015.31 	 226.708 	 512.56
1699 	 3016.05 	 226.812 	 512.853
1700 	 3017.49 	 227.338 	 513.127
1701 	 3018.96 	 227.319 	 513.517
1702 	 3021.84 	 227.065 	 513.389
1703 	 3024.08 	 226.812 	 513.99
1704 	 3025.82 	 226.497 	 514.42
1705 	 3025.7 	 226.4 	 514.629
1706 	 3026.86 	 226.372 	 514.871
1707 	 3030.01 	 226.026 	 515.124
1708 	 3034.17 	 225.881 	 515.673
1709 	 3034.58 	 226.305 	 516.136
1710 	 3034.61 	 226.857 	 516.468
1711 	 3036.36 	 227.056 	 517.126
1712 	 3039.61 	 226.922 	 517.365
1713 	 3040.6 	 227.23 	 517.705
1714 	 3041.46 	 226.871 	 518.045
1715 	 3041.87 	 227.09 	 518.694
1716 	 3043.82 	 226.74 	 519.122
1717 	 3044.94 	 227.182 	 519.482
1718 	 3048.05 	 227.193 	 520.005
1719 	 3051.29 	 227.444 	 520.468
1720 	 3054.47 	 227.962 	 520.961
1721 	 3056.83 	 228.632 	 521.295
1722 	 3060.08 	 228.681 	 521.733
1723 	 3063.41 	 228.472 	 522.214
1724 	 3066.51 	 228.486 	 522.76
1725 	 3067.5 	 229.026 	 523.331
1726 	 3068.09 	 229.225 	 523.707
1727 	 3069.17 	 229.568 	 523.919
1728 	 3072.76 	 228.969 	 524.003
1729 	 3077.19 	 229.106 	 524.405
1730 	 3079.19 	 229.47 	 524.737
1731 	 3080.79 	 229.776 	 525.078
1732 	 3083.04 	 229.63 	 525.409
1733 	 3086.34 	 230.245 	 525.62
1734 	 3087.84 	 230.559 	 526.151
1735 	 3088.46 	 230.885 	 526.253
1736 	 3091.21 	 231.094 	 526.423
1737 	 3093.33 	 231.232 	 526.815
1738 	 3094.08 	 231.128 	 527.052
1739 	 3096.98 	 230.923 	 527.37
1740 	 3099.51 	 230.858 	 527.93
1741 	 3102.21 	 230.7 	 528.336
1742 	 3105.15 	 230.971 	 528.796
1743 	 3108.4 	 231.722 	 529.171
1744 	 3110.9 	 231.916 	 529.411
1745 	 3113.11 	 231.966 	 529.641
1746 	 3115.28 	 231.722 	 529.908
1747 	 3116.5 	 231.398 	 530.15
1748 	 3119.18 	 231.658 	 530.379
1749 	 3120.7 	 232.147 	 530.709
1750 	 3121.8 	 231.734 	 531.161
1751 	 3124.2 	 232.019 	 531.51
1752 	 3128.05 	 231.606 	 531.84
1753 	 3130.2 	 231.665 	 532.264
1754 	 3133.22 	 231.618 	 532.305
1755 	 3135.88 	 231.156 	 532.877
1756 	 3137.82 	 231.133 	 533.103
1757 	 3141.15 	 230.974 	 533.409
1758 	 3142.76 	 231.169 	 533.433
1759 	 3147.7 	 231.625 	 533.693
1760 	 3149.78 	 231.688 	 533.747
1761 	 3152.11 	 232.12 	 533.714
1762 	 3155.01 	 232.514 	 534.01
1763 	 3157.33 	 232.932 	 534.2
1764 	 3159.23 	 233.413 	 534.233
1765 	 3161.18 	 233.29 	 534.485
1766 	 3163.99 	 233.234 	 535.048
1767 	 3163.79 	 233.473 	 535.489
1768 	 3164.02 	 234.012 	 535.769
1769 	 3167.04 	 233.998 	 536.15
1770 	 3169.76 	 233.431 	 536.631
1771 	 3172.13 	 233.249 	 537.056
1772 	 3174.13 	 233.451 	 537.312
1773 	 3174.55 	 233.447 	 537.761
1774 	 3174.3 	 233.534 	 538.328
1775 	 3177.39 	 233.594 	 538.781
1776 	 3178.89 	 233.378 	 538.918
1777 	 3181.22 	 233.554 	 539.319
1778 	 3183.03 	 233.872 	 539.806
1779 	 3184.18 	 233.572 	 540.125
1780 	 3187.1 	 233.832 	 540.356
1781 	 3189.49 	 233.337 	 540.814
1782 	 3190.08 	 233.387 	 541.321
1783 	 3190.18 	 232.929 	 541.794
1784 	 3190.99 	 232.961 	 542.38
1785 	 3191.93 	 232.833 	 542.749
1786 	 3193.26 	 232.902 	 543.02
1787 	 3196.37 	 232.438 	 543.522
1788 	 3198.55 	 232.668 	 543.735
1789 	 3199.16 	 232.43 	 544.477
1790 	 3199.71 	 232.7 	 545.057
1791 	 3202.26 	 232.503 	 545.607
1792 	 3204.23 	 232.763 	 545.909
1793 	 3206.81 	 232.71 	 546.14
1794 	 3208.43 	 232.384 	 546.474
1795 	 3210.08 	 232.707 	 546.872
1796 	 3211.98 	 232.599 	 547.373
1797 	 3214.81 	 232.496 	 547.847
1798 	 3216.45 	 232.34 	 548.05
1799 	 3215.85 	 232.438 	 548.335
1800 	 3218.62 	 232.279 	 548.898
1801 	 3221.63 	 231.788 	 549.626
1802 	 3222.88 	 231.208 	 549.907
1803 	 3224.84 	 232.002 	 550.335
1804 	 3225.01 	 232.109 	 550.436
1805 	 3226.41 	 232.472 	 550.958
1806 	 3228.69 	 232.692 	 551.464
1807 	 3228.98 	 232.623 	 551.964
1808 	 3230.53 	 233.417 	 552.337
1809 	 3233.1 	 233.481 	 552.704
1810 	 3236.42 	 233.025 	 553.014
1811 	 3239 	 232.853 	 553.158
1812 	 3241.92 	 233.043 	 553.491
1813 	 3245.86 	 233.22 	 553.833
1814 	 3249.39 	 233.264 	 553.979
1815 	 3252.32 	 233.344 	 554.239
1816 	 3253.83 	 233.918 	 554.644
1817 	 3253.66 	 234.338 	 555.015
1818 	 3254.2 	 233.956 	 555.523
1819 	 3256.38 	 233.87 	 556.057
1820 	 3257.86 	 233.943 	 556.606
1821 	 3258.53 	 233.684 	 557.2
1822 	 3260.53 	 233.383 	 557.676
1823 	 3262.46 	 233.509 	 558.158
1824 	 3264.47 	 233.893 	 558.307
1825 	 3266.24 	 233.653 	 559.04
1826 	 3269.89 	 233.378 	 559.59
1827 	 3272.36 	 233.167 	 559.771
1828 	 3274.43 	 233.019 	 560.246
1829 	 3275.19 	 233.615 	 560.591
1830 	 3278.65 	 233.421 	 560.956
1831 	 3280.74 	 233.382 	 561.361
1832 	 3283.84 	 233.437 	 561.645
1833 	 3284.53 	 233.657 	 561.897
1834 	 3286.3 	 233.826 	 562.455
1835 	 3289.73 	 234.122 	 562.692
1836 	 3292.67 	 233.942 	 563.315
1837 	 3293.8 	 234.337 	 563.65
1838 	 3293.33 	 234.072 	 563.988
1839 	 3294.62 	 234.305 	 564.391
1840 	 3296.34 	 234.489 	 564.934
1841 	 3297.23 	 234.567 	 565.632
1842 	 3299.95 	 234.655 	 566.119
1843 	 3301.51 	 235.267 	 566.306
1844 	 3303.36 	 235.708 	 566.484
1845 	 3305.89 	 235.755 	 566.658
1846 	 3307.98 	 235.982 	 566.954
1847 	 3310.57 	 236.343 	 567.287
1848 	 3312.5 	 236.072 	 567.614
1849 	 3315.35 	 236.467 	 567.937
1850 	 3316.49 	 236.579 	 568.497
1851 	 3317.48 	 236.786 	 568.88
1852 	 3318.16 	 237.022 	 569.176
1853 	 3321.64 	 236.339 	 569.7
1854 	 3323.31 	 235.926 	 570.216
1855 	 3323.19 	 236.335 	 570.743
1856 	 3324.07 	 236.276 	 571.004
1857 	 3325.45 	 236.416 	 571.279
1858 	 3327.22 	 236.294 	 571.465
1859 	 3328.22 	 236.595 	 571.993
1860 	 3330.66 	 236.875 	 572.337
1861 	 3333.62 	 236.454 	 572.756
1862 	 3335.58 	 236.253 	 573.252
1863 	 3336.7 	 236.342 	 573.764
1864 	 3338.06 	 236.006 	 574.052
1865 	 3339.86 	 235.954 	 574.403
1866 	 3341.05 	 235.936 	 574.501
1867 	 3343.08 	 236.562 	 574.538
1868 	 3346.02 	 236.504 	 575.007
1869 	 3347.32 	 236.575 	 575.402
1870 	 3347.7 	 236.589 	 575.755
1871 	 3351.74 	 236.759 	 576.201
1872 	 3354.43 	 236.909 	 576.505
1873 	 3356.87 	 237.158 	 576.653
1874 	 3357.73 	 237.477 	 577.076
1875 	 3360.44 	 237.802 	 577.099
1876 	 3362.91 	 237.995 	 577.242
1877 	 3363.38 	 237.873 	 577.49
1878 	 3363.99 	 237.319 	 577.711
1879 	 3363.84 	 237.294 	 578.274
1880 	 3366.11 	 237.358 	 578.957
1881 	 3369.1 	 237.356 	 579.358
1882 	 3369.34 	 237.404 	 579.402
1883 	 3372.95 	 237.806 	 579.454
1884 	 3372.91 	 238.451 	 579.988
1885 	 3374.91 	 238.089 	 580.715
1886 	 3376.25 	 238.545 	 581.068
1887 	 3376.36 	 239.146 	 581.196
1888 	 3379.77 	 238.894 	 581.781
1889 	 3381.83 	 239.536 	 582.381
1890 	 3382.85 	 239.287 	 583.024
1891 	 3384.05 	 239.071 	 583.414
1892 	 3387.84 	 239.035 	 583.728
1893 	 3387.38 	 238.813 	 584.2
1894 	 3389.95 	 239.545 	 584.51
1895 	 3392.88 	 240.211 	 584.443
1896 	 3394.8 	 239.827 	 584.782
1897 	 3396.53 	 239.992 	 585.193
1898 	 3398.05 	 240.156 	 585.244
1899 	 3402.31 	 240.13 	 585.849
1900 	 3403.17 	 240.419 	 585.994
1901 	 3404.79 	 240.005 	 586.363
1902 	 3408.48 	 240.048 	 586.851
1903 	 3411.66 	 239.914 	 587.144
1904 	 3412.93 	 239.949 	 587.184
1905 	 3416.01 	 239.752 	 587.335
1906 	 3417.37 	 239.792 	 587.455
1907 	 3420.95 	 239.772 	 587.735
1908 	 3423.12 	 240.144 	 587.968
1909 	 3424.51 	 239.74 	 588.632
1910 	 3426.29 	 239.549 	 588.98
1911 	 3429.52 	 239.764 	 589.321
1912 	 3431.3 	 239.244 	 589.757
1913 	 3433.84 	 238.976 	 590.171
1914 	 3436.39 	 238.946 	 590.25
1915 	 3437.62 	 239.085 	 590.456
1916 	 3440.2 	 238.914 	 590.786
1917 	 3442.91 	 239.343 	 590.659
1918 	 3445.14 	 239.95 	 590.995
1919 	 3449.2 	 240.662 	 591.336
1920 	 3451.39 	 240.652 	 591.668
1921 	 3453.89 	 240.826 	 591.708
1922 	 3456.88 	 240.889 	 591.993
1923 	 3458.92 	 240.502 	 592.437
1924 	 3460.47 	 240.898 	 592.658
1925 	 3463.56 	 241.407 	 592.965
1926 	 3465.82 	 241.459 	 592.886
1927 	 3468.05 	 241.672 	 593.143
1928 	 3468.75 	 241.591 	 593.167
1929 	 3470.42 	 241.732 	 593.415
1930 	 3471.69 	 241.835 	 593.621
1931 	 3474.23 	 242.288 	 594.182
1932 	 3476.1 	 242.095 	 594.262
1933 	 3476.77 	 242.432 	 594.415
1934 	 3480.29 	 242.114 	 594.636
1935 	 3482.77 	 241.997 	 594.882
1936 	 3484.52 	 241.929 	 595.213
1937 	 3485.32 	 241.606 	 595.614
1938 	 3488.45 	 241.388 	 595.911
1939 	 3490.93 	 241.52 	 596.099
1940 	 3493.11 	 241.717 	 596.316
1941 	 3496.64 	 241.512 	 596.518
1942 	 3498.92 	 241.942 	 596.769
1943 	 3502.2 	 242.245 	 596.928
1944 	 3504.35 	 242.081 	 597.124
1945 	 3506.09 	 241.855 	 597.205
1946 	 3508.64 	 242.244 	 597.723
1947 	 3510.65 	 242.447 	 598.063
1948 	 3512.94 	 242.647 	 598.158
1949 	 3515.14 	 242.51 	 598.32
1950 	 3518.15 	 242.472 	 598.523
1951 	 3519.58 	 242.005 	 599.015
1952 	 3521.14 	 242.128 	 599.349
1953 	 3521.65 	 241.957 	 599.723
1954 	 3521.15 	 241.695 	 600.294
1955 	 3524.61 	 241.893 	 600.719
1956 	 3527.35 	 241.987 	 600.982
1957 	 3528.7 	 242.188 	 601.083
1958 	 3531.03 	 242.098 	 601.61
1959 	 3533.48 	 242.032 	 601.582
1960 	 3532.75 	 242.331 	 601.527
1961 	 3534.45 	 242.342 	 601.628
1962 	 3536.08 	 242.55 	 602.115
1963 	 3538.09 	 243.069 	 602.443
1964 	 3540.65 	 243.543 	 602.944
1965 	 3541.95 	 243.75 	 603.45
1966 	 3544.59 	 243.77 	 603.865
1967 	 3546.4 	 244.201 	 604.178
1968 	 3548.01 	 244.155 	 604.742
1969 	 3547.58 	 243.984 	 605.113
1970 	 3548.84 	 244.159 	 605.173
1971 	 3552.37 	 244.53 	 605.306
1972 	 3556.31 	 244.632 	 605.508
1973 	 3556.74 	 244.998 	 605.997
1974 	 3558.78 	 244.992 	 606.058
1975 	 3559.75 	 245.048 	 606.304
1976 	 3562.89 	 245.154 	 606.541
1977 	 3563.65 	 245.3 	 606.68
1978 	 3564.11 	 246.174 	 607.1
1979 	 3564.2 	 246.132 	 607.844
1980 	 3564.55 	 246.218 	 607.941
1981 	 3566.93 	 246.344 	 608.366
1982 	 3567.45 	 246.551 	 608.832
1983 	 3570.13 	 246.528 	 608.882
1984 	 3571.23 	 246.889 	 608.637
1985 	 3573.68 	 246.996 	 608.802
1986 	 3574.89 	 247.183 	 609.244
1987 	 3576.36 	 247.113 	 609.93
1988 	 3577.6 	 247.298 	 610.444
1989 	 3578.64 	 248.014 	 610.733
1990 	 3579.25 	 248.165 	 611.001
1991 	 3579.6 	 248.072 	 611.524
1992 	 3580.83 	 248.152 	 611.885
1993 	 3583.01 	 248.529 	 612.359
1994 	 3585.47 	 248.359 	 612.654
1995 	 3587.93 	 248.233 	 612.966
1996 	 3589.36 	 248.539 	 613.463
1997 	 3590.63 	 248.673 	 613.531
1998 	 3591.3 	 248.771 	 613.762
1999 	 3594.15 	 248.351 	 614.035
2000 	 3596.26 	 248.314 	 614.264
2001 	 3598.04 	 248.778 	 614.668
2002 	 3599.71 	 249.52 	 614.965
2003 	 3602.07 	 249.433 	 615.452
2004 	 3604.71 	 249.022 	 615.85
2005 	 3605.01 	 249.235 	 616.092
2006 	 3607.83 	 249.36 	 616.46
2007 	 3610.26 	 250.225 	 616.501
2008 	 3611.96 	 250.741 	 616.632
2009 	 3614.26 	 250.68 	 617.158
2010 	 3617.44 	 250.383 	 617.298
2011 	 3620.05 	 250.769 	 617.751
2012 	 3621.95 	 251.371 	 618.493
2013 	 3623.35 	 251.63 	 618.773
2014 	 3625.12 	 251.795 	 619.225
2015 	 3628.86 	 252.323 	 619.609
2016 	 3630.17 	 252.58 	 619.834
2017 	 3633.62 	 252.377 	 620.215
2018 	 3635.07 	 252.697 	 620.643
2019 	 3636.6 	 252.354 	 621.328
2020 	 3639.31 	 252.381 	 621.788
2021 	 3641.62 	 252.696 	 621.954
2022 	 3644.43 	 252.689 	 622.481
2023 	 3647.56 	 253.219 	 622.719
2024 	 3650.71 	 253.076 	 623.239
2025 	 3653 	 252.811 	 623.378
2026 	 3654.32 	 253.397 	 623.729
2027 	 3657.16 	 253.35 	 623.94
2028 	 3659.02 	 253.777 	 624.728
2029 	 3661.05 	 254.247 	 625.025
2030 	 3662.16 	 254.394 	 625.353
2031 	 3664.87 	 254.308 	 625.652
2032 	 3667.7 	 254.119 	 625.784
2033 	 3668.63 	 254.122 	 626.31
2034 	 3670.82 	 254.467 	 626.535
2035 	 3673.78 	 254.407 	 626.549
2036 	 3676.95 	 254.914 	 627.066
2037 	 3678.64 	 255.234 	 627.395
2038 	 3680.61 	 255.225 	 628.001
2039 	 3682.18 	 255.341 	 628.476
2040 	 3683.51 	 255.537 	 628.978
2041 	 3685.08 	 255.938 	 629.204
2042 	 3685.61 	 255.882 	 629.519
2043 	 3687.65 	 255.847 	 629.733
2044 	 3690.31 	 256.281 	 630.141
2045 	 3693.42 	 255.688 	 630.35
2046 	 3694.69 	 255.437 	 630.632
2047 	 3695.83 	 255.741 	 631.209
2048 	 3698.09 	 255.833 	 631.561
2049 	 3701.28 	 256.116 	 632.228
2050 	 3703.49 	 256.32 	 632.49
2051 	 3704.48 	 256.156 	 632.793
2052 	 3704.99 	 256.422 	 633.395
2053 	 3706.66 	 256.482 	 633.866
2054 	 3708.57 	 257.212 	 634.066
2055 	 3709.48 	 257.347 	 634.374
2056 	 3710.72 	 256.89 	 634.53
2057 	 3711.79 	 257.246 	 634.656
2058 	 3714.18 	 257.304 	 635.168
2059 	 3717.21 	 257.628 	 635.568
2060 	 3718.33 	 256.997 	 635.803
2061 	 3718.64 	 257.142 	 635.978
2062 	 3721.98 	 257.257 	 636.078
