gen	neutral	del	ben
4481 	 8097.47 	 597.858 	 1510.27
4482 	 8100.58 	 598.02 	 1510.88
4483 	 8102.73 	 597.908 	 1511.28
4484 	 8104.45 	 598.13 	 1511.63
4485 	 8106.64 	 598.113 	 1511.92
4486 	 8110.8 	 598.048 	 1512.21
4487 	 8112.92 	 597.954 	 1512.46
4488 	 8115.72 	 597.936 	 1513.05
4489 	 8116.3 	 597.676 	 1513.36
4490 	 8117.9 	 597.975 	 1513.67
4491 	 8119.18 	 597.991 	 1513.83
4492 	 8120.82 	 597.712 	 1514.33
4493 	 8122.13 	 597.942 	 1514.37
4494 	 8122.81 	 597.884 	 1514.68
4495 	 8125.23 	 598.446 	 1514.87
4496 	 8126.97 	 598.47 	 1515.2
4497 	 8128.09 	 598.687 	 1515.42
4498 	 8129.53 	 599.341 	 1515.63
4499 	 8131.91 	 598.931 	 1515.73
4500 	 8133.36 	 599.163 	 1515.83
4501 	 8134.79 	 599.675 	 1516.1
4502 	 8137.18 	 599.654 	 1516.23
4503 	 8139.13 	 599.735 	 1516.65
4504 	 8141.62 	 600.046 	 1517.45
4505 	 8143.49 	 600.234 	 1517.9
4506 	 8146.11 	 600.564 	 1518.41
4507 	 8147.87 	 600.115 	 1518.82
4508 	 8150.39 	 599.907 	 1519.32
4509 	 8154.27 	 600.018 	 1519.72
4510 	 8156.17 	 600.034 	 1519.92
4511 	 8159.71 	 600.248 	 1520.1
4512 	 8163.2 	 600.258 	 1520.53
4513 	 8165.92 	 600.473 	 1520.95
4514 	 8168.91 	 600.069 	 1521.48
4515 	 8171.97 	 599.818 	 1521.83
4516 	 8172.16 	 599.599 	 1522.34
4517 	 8173.61 	 599.649 	 1522.51
4518 	 8173.98 	 599.719 	 1522.82
4519 	 8175.43 	 599.287 	 1523.19
4520 	 8178.66 	 599.26 	 1523.48
4521 	 8180.09 	 599.422 	 1523.66
4522 	 8181.89 	 599.494 	 1523.9
4523 	 8183.94 	 599.739 	 1524.1
4524 	 8184.57 	 600.266 	 1524.47
4525 	 8184.89 	 599.633 	 1524.66
4526 	 8185.52 	 600.202 	 1524.84
4527 	 8187.07 	 599.724 	 1525.08
4528 	 8188.01 	 599.917 	 1525.56
4529 	 8188.56 	 599.704 	 1526.02
4530 	 8189.67 	 600.063 	 1526.48
4531 	 8190.27 	 600.537 	 1526.85
4532 	 8190.86 	 600.523 	 1526.97
4533 	 8192.95 	 601.123 	 1527.19
4534 	 8195.85 	 601.13 	 1527.55
4535 	 8197.37 	 601.223 	 1528.11
4536 	 8198.85 	 601.364 	 1528.2
4537 	 8201.06 	 601.623 	 1528.8
4538 	 8202.95 	 601.146 	 1529.26
4539 	 8206.2 	 601.304 	 1530.09
4540 	 8208.55 	 601.443 	 1530.37
4541 	 8211.34 	 601.624 	 1530.68
4542 	 8212.94 	 601.612 	 1531.04
4543 	 8214.68 	 601.583 	 1531.46
4544 	 8215.87 	 601.013 	 1531.6
4545 	 8217.71 	 601.235 	 1531.94
4546 	 8218.58 	 601.265 	 1532.16
4547 	 8219.71 	 601.741 	 1532.49
4548 	 8220.79 	 601.594 	 1533.06
4549 	 8221.62 	 601.518 	 1533.38
4550 	 8222.64 	 601.802 	 1533.67
4551 	 8225.05 	 602.023 	 1533.79
4552 	 8225.95 	 601.895 	 1533.98
4553 	 8225.92 	 602.326 	 1534.08
4554 	 8227.32 	 602.13 	 1534.51
4555 	 8228.37 	 602.011 	 1534.75
4556 	 8229.25 	 602.085 	 1535.09
4557 	 8233.38 	 602.227 	 1535.31
4558 	 8235.04 	 602.197 	 1535.52
4559 	 8236.53 	 602.491 	 1535.66
4560 	 8238.78 	 602.955 	 1536.1
4561 	 8242.45 	 602.773 	 1536.21
4562 	 8244.39 	 602.778 	 1536.41
4563 	 8244.76 	 603.382 	 1536.73
4564 	 8244.52 	 603.839 	 1537.03
4565 	 8244.75 	 604.01 	 1537.28
4566 	 8246.33 	 604.38 	 1537.57
4567 	 8248.23 	 603.63 	 1538.01
4568 	 8249.21 	 603.914 	 1538.27
4569 	 8249.35 	 604.096 	 1538.58
4570 	 8251.19 	 604.302 	 1539.1
4571 	 8253.07 	 604.049 	 1539.6
4572 	 8254.45 	 604.3 	 1539.71
4573 	 8255.87 	 604.531 	 1540.19
4574 	 8258.93 	 604.849 	 1540.44
4575 	 8260.01 	 604.589 	 1540.65
4576 	 8260.76 	 604.38 	 1541.09
4577 	 8261.31 	 604.389 	 1541.26
4578 	 8262.89 	 604.214 	 1541.57
4579 	 8264.7 	 604.356 	 1541.89
4580 	 8267.94 	 604.329 	 1542.13
4581 	 8270.25 	 604.121 	 1542.25
4582 	 8272.92 	 604.278 	 1542.57
4583 	 8273.74 	 604.425 	 1543.17
4584 	 8277.22 	 604.418 	 1543.63
4585 	 8278.1 	 604.7 	 1543.87
4586 	 8280.38 	 604.917 	 1543.93
4587 	 8283.33 	 604.865 	 1544.19
4588 	 8286.39 	 605.444 	 1544.34
4589 	 8287.41 	 605.496 	 1544.31
4590 	 8290.12 	 605.528 	 1544.58
4591 	 8291.82 	 605.461 	 1544.75
4592 	 8292.06 	 605.572 	 1544.86
4593 	 8294.01 	 605.931 	 1544.9
4594 	 8294.48 	 605.97 	 1545.14
4595 	 8294.34 	 606.393 	 1545.39
4596 	 8295.45 	 607.029 	 1545.74
4597 	 8295.47 	 607.4 	 1545.81
4598 	 8298.14 	 607.446 	 1546.08
4599 	 8298.87 	 607.705 	 1546.28
4600 	 8300.8 	 608.218 	 1546.41
4601 	 8302.61 	 608.304 	 1546.88
4602 	 8302.23 	 608.314 	 1546.94
4603 	 8304.1 	 608.7 	 1547.42
4604 	 8304.79 	 609.017 	 1547.54
4605 	 8308.05 	 608.975 	 1547.71
4606 	 8308.49 	 608.798 	 1547.92
4607 	 8310.43 	 608.903 	 1548.06
4608 	 8311.28 	 609.343 	 1548.47
4609 	 8313.76 	 609.749 	 1548.68
4610 	 8315.98 	 609.972 	 1549.03
4611 	 8317.24 	 610.24 	 1549.39
4612 	 8318.62 	 610.117 	 1549.78
4613 	 8322.89 	 609.923 	 1550.06
4614 	 8324.18 	 609.937 	 1550.11
4615 	 8324.7 	 609.941 	 1550.35
4616 	 8326.37 	 610.339 	 1550.91
4617 	 8327.8 	 610.719 	 1551.3
4618 	 8328.86 	 610.872 	 1551.59
4619 	 8331.18 	 610.942 	 1551.94
4620 	 8332.79 	 610.991 	 1552.17
4621 	 8333.2 	 611.053 	 1552.18
4622 	 8333.41 	 610.935 	 1552.5
4623 	 8335.88 	 610.889 	 1552.85
4624 	 8335.28 	 610.897 	 1552.99
4625 	 8338.16 	 610.724 	 1553.27
4626 	 8340.28 	 610.376 	 1553.38
4627 	 8342.21 	 610.46 	 1553.67
4628 	 8342.99 	 610.816 	 1553.89
4629 	 8345.3 	 611.262 	 1554.13
4630 	 8347.8 	 611.176 	 1554.37
4631 	 8349.96 	 611.3 	 1554.65
4632 	 8352.17 	 611.371 	 1554.91
4633 	 8355.18 	 611.571 	 1555.46
4634 	 8358.6 	 611.763 	 1555.75
4635 	 8360.31 	 611.772 	 1556.14
4636 	 8362.66 	 611.886 	 1556.79
4637 	 8365.46 	 612.042 	 1557.04
4638 	 8367.29 	 612.358 	 1557.57
4639 	 8369.05 	 612.075 	 1557.86
4640 	 8370.64 	 612.372 	 1558.08
4641 	 8372.48 	 612.973 	 1558.4
4642 	 8373.32 	 613.31 	 1558.8
4643 	 8375.46 	 613.478 	 1559.18
4644 	 8377.8 	 613.288 	 1559.46
4645 	 8379.61 	 613.514 	 1560.03
4646 	 8382.12 	 613.673 	 1560.24
4647 	 8382.82 	 613.888 	 1560.46
4648 	 8384.67 	 613.996 	 1560.68
4649 	 8388.26 	 613.342 	 1560.87
4650 	 8389.18 	 613.427 	 1561.21
4651 	 8391.03 	 613.371 	 1561.53
4652 	 8392.86 	 613.521 	 1561.79
4653 	 8393.65 	 613.436 	 1562.13
4654 	 8394.8 	 613.57 	 1562.19
4655 	 8397.59 	 613.425 	 1562.83
4656 	 8398.84 	 614.177 	 1563.39
4657 	 8400.72 	 614.034 	 1563.83
4658 	 8402.85 	 613.759 	 1564.26
4659 	 8403.59 	 613.576 	 1564.69
4660 	 8405.52 	 613.544 	 1565.13
4661 	 8407.87 	 614.056 	 1565.5
4662 	 8408.86 	 613.777 	 1565.82
4663 	 8411.24 	 613.391 	 1566.16
4664 	 8411.59 	 613.799 	 1566.42
4665 	 8411.44 	 613.71 	 1566.69
4666 	 8413.65 	 614 	 1566.98
4667 	 8416.17 	 614.318 	 1567.28
4668 	 8416.78 	 614.564 	 1567.65
4669 	 8418.12 	 614.813 	 1568.28
4670 	 8420.1 	 615.008 	 1568.75
4671 	 8424.61 	 614.856 	 1569.44
4672 	 8425.74 	 615.417 	 1569.81
4673 	 8428.72 	 615.354 	 1570.25
4674 	 8429.91 	 614.867 	 1570.73
4675 	 8431.9 	 615.594 	 1571.28
4676 	 8432.99 	 615.294 	 1571.79
4677 	 8434.92 	 615.25 	 1572.2
4678 	 8435.76 	 615.574 	 1572.49
4679 	 8437.29 	 615.261 	 1572.92
4680 	 8438.09 	 615.429 	 1573.32
4681 	 8440.24 	 615.373 	 1573.73
4682 	 8442.64 	 615.142 	 1574.33
4683 	 8444.2 	 615.17 	 1574.82
4684 	 8447.18 	 615.724 	 1575.3
4685 	 8450.28 	 615.756 	 1575.95
4686 	 8452.97 	 616.063 	 1576.26
4687 	 8456.17 	 616.336 	 1576.68
4688 	 8458.92 	 616.686 	 1577.16
4689 	 8460.52 	 616.255 	 1577.49
4690 	 8462.94 	 616.518 	 1577.94
4691 	 8464.1 	 616.983 	 1578.5
4692 	 8464.38 	 617.129 	 1578.87
4693 	 8466.92 	 617.454 	 1579.45
4694 	 8469.75 	 617.682 	 1580.05
4695 	 8471.52 	 618.445 	 1580.46
4696 	 8472.07 	 618.522 	 1580.88
4697 	 8473.48 	 618.401 	 1581.6
4698 	 8476.16 	 618.843 	 1582.02
4699 	 8477.37 	 619.308 	 1582.51
4700 	 8480.22 	 619.341 	 1582.76
4701 	 8480.91 	 620.155 	 1582.91
4702 	 8481.18 	 620.324 	 1583.26
4703 	 8483.39 	 620.509 	 1583.75
4704 	 8485.37 	 620.5 	 1584.24
4705 	 8486.51 	 620.771 	 1584.59
4706 	 8487.42 	 621.007 	 1585.02
4707 	 8489.48 	 621.17 	 1585.58
4708 	 8490.42 	 620.724 	 1585.87
4709 	 8491.59 	 620.411 	 1586.35
4710 	 8493.9 	 621.052 	 1586.52
4711 	 8495.41 	 620.875 	 1586.93
4712 	 8497.12 	 621.084 	 1587.38
4713 	 8499.1 	 621.039 	 1587.78
4714 	 8498.55 	 620.442 	 1588.01
4715 	 8500.33 	 620.79 	 1588.26
4716 	 8502.03 	 621.084 	 1588.72
4717 	 8504.44 	 621.424 	 1588.91
4718 	 8506.34 	 621.905 	 1589.54
4719 	 8508.97 	 622.054 	 1589.88
4720 	 8510.93 	 622.083 	 1590.17
4721 	 8510.41 	 622.208 	 1590.27
4722 	 8510.82 	 622.396 	 1590.39
4723 	 8512.41 	 622.537 	 1590.68
4724 	 8514.22 	 622.926 	 1590.86
4725 	 8514.95 	 623.443 	 1591.38
4726 	 8516.24 	 623.728 	 1591.71
4727 	 8517.13 	 623.898 	 1592.22
4728 	 8519.93 	 624.503 	 1592.73
4729 	 8520.66 	 624.899 	 1592.98
4730 	 8524.51 	 625.226 	 1593.28
4731 	 8527.74 	 625.365 	 1593.63
4732 	 8529.53 	 625.609 	 1593.95
4733 	 8532.29 	 626.046 	 1594.6
4734 	 8533.4 	 625.932 	 1595.2
4735 	 8535.38 	 625.91 	 1595.5
4736 	 8537.8 	 625.78 	 1595.83
4737 	 8537.17 	 625.656 	 1596.46
4738 	 8538.99 	 625.936 	 1596.81
4739 	 8538.84 	 626.193 	 1597.03
4740 	 8541.51 	 626.491 	 1597.45
4741 	 8543.38 	 626.965 	 1597.64
4742 	 8544.57 	 627.076 	 1598.14
4743 	 8544.64 	 626.819 	 1598.28
4744 	 8545.61 	 627.497 	 1598.65
4745 	 8546.3 	 627.873 	 1599.23
4746 	 8547.15 	 628.343 	 1599.48
4747 	 8548.29 	 628.133 	 1599.88
4748 	 8551.16 	 628.839 	 1600.04
4749 	 8551.58 	 629.243 	 1600.29
4750 	 8555.16 	 629.384 	 1600.72
4751 	 8557 	 628.999 	 1601.08
4752 	 8558.94 	 629.493 	 1601.5
4753 	 8562.1 	 629.756 	 1601.84
4754 	 8563.93 	 630.038 	 1602.34
4755 	 8563.38 	 629.672 	 1602.91
4756 	 8564.99 	 629.56 	 1603.21
4757 	 8566.68 	 629.4 	 1603.4
4758 	 8567.35 	 629.717 	 1603.74
4759 	 8569.13 	 629.664 	 1603.86
4760 	 8570.34 	 630.475 	 1604.37
4761 	 8572.74 	 630.638 	 1604.63
4762 	 8574.97 	 630.729 	 1605.02
4763 	 8576.24 	 630.441 	 1605.4
4764 	 8578.13 	 630.847 	 1605.58
4765 	 8580.66 	 630.9 	 1605.84
4766 	 8582.23 	 631.245 	 1605.87
4767 	 8583.97 	 631.317 	 1605.98
4768 	 8585.61 	 631.415 	 1606.52
4769 	 8587.41 	 631.664 	 1606.66
4770 	 8590.34 	 632.155 	 1607.12
4771 	 8591.57 	 632.136 	 1607.49
4772 	 8594.5 	 632.543 	 1607.45
4773 	 8596.01 	 632.402 	 1608.09
4774 	 8599.27 	 632.795 	 1608.21
4775 	 8600.75 	 632.975 	 1608.55
4776 	 8600.82 	 632.369 	 1608.69
4777 	 8601.87 	 632.967 	 1609.36
4778 	 8604.05 	 632.975 	 1609.56
4779 	 8606.38 	 633.256 	 1609.81
4780 	 8606.62 	 633.802 	 1610.13
4781 	 8606.84 	 633.859 	 1610.2
4782 	 8608.7 	 633.971 	 1610.78
4783 	 8609.64 	 633.827 	 1611.15
4784 	 8610.91 	 634.2 	 1611.58
4785 	 8611.81 	 634.302 	 1611.84
4786 	 8612.58 	 634.673 	 1612.34
4787 	 8616.01 	 634.994 	 1613.13
4788 	 8618.36 	 635.262 	 1613.07
4789 	 8621.54 	 634.91 	 1613.38
4790 	 8623.26 	 635.104 	 1613.62
4791 	 8624.26 	 635.087 	 1614.25
4792 	 8626.06 	 635.341 	 1614.97
4793 	 8629.33 	 635.642 	 1615.22
4794 	 8629.13 	 635.541 	 1615.74
4795 	 8630.88 	 635.263 	 1616.17
4796 	 8632.38 	 635.332 	 1616.55
4797 	 8633.41 	 635.457 	 1616.91
4798 	 8634.6 	 635.551 	 1617.29
4799 	 8636.95 	 635.786 	 1617.46
4800 	 8638.15 	 635.774 	 1617.76
4801 	 8639.91 	 635.531 	 1618.04
4802 	 8641.22 	 635.682 	 1618.43
4803 	 8644.34 	 635.843 	 1618.55
4804 	 8647.18 	 636.141 	 1618.94
4805 	 8647.49 	 636.457 	 1619.41
4806 	 8650.17 	 636.334 	 1619.57
4807 	 8650.12 	 636.278 	 1619.95
4808 	 8653.15 	 636.331 	 1619.99
4809 	 8655.31 	 636.096 	 1620.44
4810 	 8657.97 	 636.034 	 1620.76
4811 	 8658.93 	 636.239 	 1620.89
4812 	 8661.38 	 635.806 	 1621.02
4813 	 8660.83 	 636.125 	 1621.14
4814 	 8661.91 	 636.46 	 1621.22
4815 	 8662.45 	 636.627 	 1621.74
4816 	 8664.19 	 637.075 	 1621.97
4817 	 8665.22 	 637.609 	 1622.44
4818 	 8666.99 	 637.938 	 1622.87
4819 	 8668.7 	 637.93 	 1623.44
4820 	 8668.64 	 638.034 	 1623.63
4821 	 8669.58 	 638.416 	 1624.26
4822 	 8670.19 	 638.389 	 1624.48
4823 	 8670.29 	 638.368 	 1624.89
4824 	 8671.26 	 638.535 	 1624.89
4825 	 8673.43 	 638.205 	 1625.26
4826 	 8676.26 	 638.219 	 1625.68
4827 	 8677.43 	 638.472 	 1626.11
4828 	 8677.91 	 638.704 	 1626.52
4829 	 8678.86 	 638.934 	 1626.9
4830 	 8679.76 	 638.481 	 1627.23
4831 	 8682.95 	 638.5 	 1627.43
4832 	 8683.93 	 638.922 	 1627.65
4833 	 8684.87 	 638.647 	 1627.71
4834 	 8686.61 	 638.609 	 1627.89
4835 	 8687.63 	 638.889 	 1628.15
4836 	 8689.66 	 639.273 	 1628.64
4837 	 8691.77 	 639.376 	 1628.77
4838 	 8695.26 	 639.477 	 1629.09
4839 	 8696.43 	 639.699 	 1629.51
4840 	 8698.59 	 639.573 	 1629.74
4841 	 8699.49 	 639.453 	 1629.85
4842 	 8699.94 	 639.692 	 1629.96
4843 	 8701.89 	 640.216 	 1630.28
4844 	 8703.64 	 640.216 	 1630.37
4845 	 8704.5 	 640.601 	 1630.53
4846 	 8705.47 	 640.209 	 1630.4
4847 	 8708.37 	 640.123 	 1630.47
4848 	 8712.04 	 640.016 	 1630.95
4849 	 8713.9 	 639.933 	 1631.04
4850 	 8715.88 	 640.048 	 1631.31
4851 	 8717.33 	 640.249 	 1631.42
4852 	 8720.65 	 640.106 	 1631.9
4853 	 8724.2 	 640.199 	 1632.12
4854 	 8724.48 	 640.302 	 1632.43
4855 	 8725.61 	 640.323 	 1632.88
4856 	 8726.5 	 640.404 	 1633.12
4857 	 8728.44 	 640.189 	 1633.35
4858 	 8729.19 	 639.966 	 1633.53
4859 	 8730.82 	 640.282 	 1634.05
4860 	 8731.72 	 640.434 	 1634.36
4861 	 8733.44 	 640.621 	 1634.47
4862 	 8734.67 	 640.8 	 1634.8
4863 	 8735.06 	 640.888 	 1635.01
4864 	 8737.91 	 641.37 	 1635.54
4865 	 8740.02 	 641.391 	 1636.14
4866 	 8741.4 	 641.138 	 1636.2
4867 	 8743.54 	 641.226 	 1636.46
4868 	 8747.59 	 640.891 	 1637.06
4869 	 8750.09 	 640.853 	 1637.47
4870 	 8752.82 	 640.811 	 1637.89
4871 	 8754.83 	 640.76 	 1638.04
4872 	 8756.71 	 640.775 	 1638.45
4873 	 8758.1 	 641.313 	 1638.61
4874 	 8759.56 	 641.573 	 1638.92
4875 	 8760.87 	 642.182 	 1639.21
4876 	 8762.16 	 642.408 	 1639.54
4877 	 8763.7 	 642.61 	 1639.89
4878 	 8765.65 	 642.742 	 1640.3
4879 	 8768.78 	 643.421 	 1640.68
4880 	 8769.33 	 643.524 	 1640.7
4881 	 8770.83 	 644.019 	 1640.98
4882 	 8773.23 	 644.116 	 1641.6
4883 	 8775.3 	 644.094 	 1641.96
4884 	 8777.6 	 644.102 	 1641.95
4885 	 8779.1 	 644.323 	 1642.36
4886 	 8777.89 	 644.204 	 1642.71
4887 	 8780.15 	 644.202 	 1643.3
4888 	 8783.11 	 644.439 	 1643.66
4889 	 8785.88 	 644.438 	 1644
4890 	 8787.9 	 644.694 	 1644.42
4891 	 8789.14 	 644.591 	 1644.75
4892 	 8790.63 	 644.68 	 1645.14
4893 	 8793.3 	 645.117 	 1645.33
4894 	 8795.55 	 645.232 	 1645.73
4895 	 8797.97 	 645.379 	 1646.17
4896 	 8799.88 	 645.773 	 1646.89
4897 	 8802.38 	 645.879 	 1647.08
4898 	 8803.15 	 645.945 	 1647.51
4899 	 8804.5 	 645.857 	 1647.73
4900 	 8805.58 	 646.095 	 1647.89
4901 	 8806.98 	 646.446 	 1648.36
4902 	 8808.61 	 646.252 	 1648.6
4903 	 8810.99 	 646.249 	 1649.09
4904 	 8813.52 	 646.014 	 1649.3
4905 	 8815.86 	 646.684 	 1649.49
4906 	 8816.87 	 646.812 	 1650.16
4907 	 8819.36 	 647.485 	 1650.3
4908 	 8821.53 	 647.62 	 1650.43
4909 	 8824.95 	 647.845 	 1650.66
4910 	 8827.42 	 647.909 	 1651.1
4911 	 8830.61 	 647.863 	 1651.62
4912 	 8831.79 	 648.28 	 1651.99
4913 	 8833.4 	 648.374 	 1651.93
4914 	 8835.22 	 648.535 	 1652.21
4915 	 8835.66 	 648.365 	 1652.79
4916 	 8836.76 	 648.393 	 1653.34
4917 	 8838.68 	 648.892 	 1653.75
4918 	 8841.49 	 648.785 	 1654.15
4919 	 8843.74 	 649.142 	 1654.53
4920 	 8845.34 	 649.251 	 1654.84
4921 	 8848.44 	 649.489 	 1655.28
4922 	 8850.95 	 649.73 	 1655.57
4923 	 8851.39 	 649.972 	 1655.77
4924 	 8852.26 	 649.711 	 1656.27
4925 	 8855.39 	 650.123 	 1656.73
4926 	 8857.35 	 650.484 	 1656.79
4927 	 8860.38 	 650.813 	 1657.1
4928 	 8863.11 	 651.006 	 1657.37
4929 	 8863.4 	 651.492 	 1657.38
4930 	 8864.07 	 651.847 	 1657.73
4931 	 8866.72 	 651.858 	 1657.87
4932 	 8869.12 	 651.718 	 1658.35
4933 	 8870.95 	 651.859 	 1658.76
4934 	 8873.17 	 652.358 	 1659.34
4935 	 8875.59 	 652.269 	 1659.88
4936 	 8876.71 	 652.343 	 1660.13
4937 	 8877.49 	 652.506 	 1660.29
4938 	 8879.35 	 652.301 	 1660.74
4939 	 8881.18 	 652.094 	 1661.19
4940 	 8881.94 	 652.263 	 1661.16
4941 	 8883.74 	 652.535 	 1661.61
4942 	 8885.25 	 652.583 	 1662.11
4943 	 8886.26 	 652.675 	 1662.64
4944 	 8888.08 	 653.309 	 1662.95
4945 	 8889.03 	 653.873 	 1663.24
4946 	 8889.27 	 654.362 	 1663.33
4947 	 8890.83 	 654.565 	 1663.48
4948 	 8893.53 	 654.424 	 1663.72
4949 	 8896.22 	 654.288 	 1664.21
4950 	 8897.3 	 654.28 	 1664.69
4951 	 8899.31 	 654.267 	 1664.9
4952 	 8901.82 	 654.503 	 1665.1
4953 	 8904.13 	 654.78 	 1665.75
4954 	 8905.25 	 654.921 	 1666.07
4955 	 8906.23 	 654.715 	 1666.26
4956 	 8906.52 	 654.728 	 1666.63
4957 	 8909.11 	 654.934 	 1666.86
4958 	 8910.99 	 655.05 	 1667.19
4959 	 8913.67 	 655.117 	 1667.6
4960 	 8916.08 	 655.035 	 1667.87
4961 	 8919.03 	 655.161 	 1668.17
4962 	 8920.93 	 655.373 	 1668.39
4963 	 8922.87 	 655.66 	 1668.53
4964 	 8924.19 	 656.045 	 1668.73
4965 	 8926.53 	 655.899 	 1668.62
4966 	 8928.28 	 655.76 	 1668.77
4967 	 8930.38 	 655.504 	 1668.94
4968 	 8931.73 	 655.841 	 1668.96
4969 	 8932.63 	 655.703 	 1669.32
4970 	 8935.39 	 656.015 	 1669.86
4971 	 8937.03 	 656.345 	 1669.89
4972 	 8939.15 	 656.386 	 1669.98
4973 	 8941.07 	 656.533 	 1670.38
4974 	 8942.54 	 656.549 	 1670.94
4975 	 8944.35 	 656.622 	 1671.37
4976 	 8944.78 	 657.455 	 1671.77
4977 	 8945.42 	 657.546 	 1672.08
4978 	 8948.03 	 657.568 	 1672.11
4979 	 8949.65 	 657.085 	 1672.51
4980 	 8952.55 	 656.911 	 1672.66
4981 	 8952.7 	 656.774 	 1672.94
4982 	 8954.15 	 656.673 	 1673.33
4983 	 8956.31 	 656.918 	 1673.54
4984 	 8957.42 	 656.265 	 1673.92
4985 	 8956.74 	 655.856 	 1673.98
4986 	 8958.58 	 655.781 	 1674.33
4987 	 8958.02 	 656.16 	 1674.64
4988 	 8960.93 	 656.356 	 1674.9
4989 	 8964.85 	 656.52 	 1674.96
4990 	 8966.64 	 656.096 	 1675.19
4991 	 8967.78 	 656.075 	 1675.55
4992 	 8969.48 	 655.904 	 1675.68
4993 	 8969.48 	 655.798 	 1675.94
4994 	 8970.59 	 655.791 	 1676.13
4995 	 8970.94 	 656.153 	 1676.64
4996 	 8973.8 	 656.267 	 1677.14
4997 	 8976.07 	 656.233 	 1677.41
4998 	 8978.57 	 656.234 	 1677.9
4999 	 8979.74 	 656.299 	 1678.1
5000 	 8980.08 	 656.452 	 1678.32
5001 	 8980.49 	 656.294 	 1678.86
5002 	 8983.36 	 656.445 	 1679.01
5003 	 8984.47 	 656.566 	 1679.36
5004 	 8984.41 	 656.948 	 1679.73
5005 	 8985.76 	 657.426 	 1680.16
5006 	 8988.07 	 657.779 	 1680.65
5007 	 8988.02 	 658.307 	 1681.15
5008 	 8991.38 	 658.207 	 1681.48
5009 	 8992.83 	 658.615 	 1681.8
5010 	 8994.51 	 659.169 	 1682.08
5011 	 8996.79 	 659.568 	 1682.32
5012 	 8998.43 	 660.007 	 1682.88
5013 	 8999.3 	 660.691 	 1683.35
5014 	 9001.14 	 661.008 	 1683.71
5015 	 9002.64 	 661.466 	 1684.01
5016 	 9003.41 	 661.092 	 1684.24
5017 	 9005.41 	 661.369 	 1684.97
5018 	 9007.59 	 662.126 	 1685.46
5019 	 9010.01 	 662.61 	 1685.88
5020 	 9010.74 	 662.768 	 1686.12
5021 	 9012.84 	 662.706 	 1686.44
5022 	 9016.62 	 662.812 	 1686.96
5023 	 9017.54 	 662.842 	 1687.29
5024 	 9019.81 	 664.031 	 1687.86
5025 	 9020.23 	 664.692 	 1688.13
5026 	 9022.44 	 664.23 	 1688.43
5027 	 9023.31 	 664.566 	 1688.75
5028 	 9025.79 	 664.612 	 1689.16
5029 	 9026.59 	 665.175 	 1689.55
5030 	 9028.89 	 665.847 	 1689.96
5031 	 9030.96 	 665.658 	 1690.29
5032 	 9033.56 	 665.896 	 1690.81
5033 	 9035.4 	 666.092 	 1691.17
5034 	 9036.88 	 666.107 	 1691.15
5035 	 9039.28 	 666.177 	 1691.55
5036 	 9039.53 	 666.176 	 1691.86
5037 	 9039.98 	 666.16 	 1692.2
5038 	 9039.85 	 665.951 	 1692.5
5039 	 9041.24 	 666.22 	 1692.85
5040 	 9042.1 	 666.58 	 1693.06
5041 	 9044.41 	 666.62 	 1693.33
5042 	 9046.58 	 666.615 	 1693.57
5043 	 9048.28 	 666.699 	 1693.8
5044 	 9050.25 	 667.114 	 1694.01
5045 	 9053.6 	 667.388 	 1694.2
5046 	 9054.76 	 667.486 	 1694.69
5047 	 9056.89 	 667.5 	 1694.94
5048 	 9060.3 	 667.596 	 1695.35
5049 	 9061.91 	 668.038 	 1695.75
5050 	 9064.53 	 668.019 	 1696.18
5051 	 9066.34 	 668.244 	 1696.6
5052 	 9068.53 	 668.406 	 1696.81
5053 	 9070.09 	 668.85 	 1697.26
5054 	 9071.87 	 669.011 	 1697.48
5055 	 9073 	 669.092 	 1697.97
5056 	 9075.31 	 669.706 	 1698.4
5057 	 9075.86 	 669.21 	 1698.7
5058 	 9077.43 	 669.474 	 1699.02
5059 	 9080.13 	 669.369 	 1699.55
5060 	 9081.65 	 669.263 	 1699.62
5061 	 9084.82 	 669.253 	 1699.8
5062 	 9085.89 	 668.901 	 1700.02
5063 	 9087.09 	 668.903 	 1700.33
5064 	 9089.75 	 668.77 	 1700.93
5065 	 9091.75 	 668.839 	 1701.21
5066 	 9092.16 	 669.086 	 1701.5
5067 	 9094.9 	 669.319 	 1701.64
5068 	 9096.02 	 669.464 	 1701.86
5069 	 9097.24 	 668.989 	 1701.9
5070 	 9098.12 	 668.961 	 1702.22
5071 	 9098.72 	 669.029 	 1702.41
5072 	 9101.01 	 668.859 	 1702.79
5073 	 9102.21 	 669.091 	 1703.06
5074 	 9102.96 	 669.256 	 1703.45
5075 	 9106.7 	 669.46 	 1703.65
5076 	 9109.57 	 669.266 	 1704.04
5077 	 9111.95 	 669.589 	 1704.58
5078 	 9112.12 	 669.809 	 1704.65
5079 	 9113.82 	 669.902 	 1704.94
5080 	 9116.08 	 669.912 	 1704.99
5081 	 9117.36 	 669.939 	 1705.25
5082 	 9119.96 	 670.408 	 1705.43
5083 	 9123.28 	 670.839 	 1705.64
5084 	 9122.15 	 670.786 	 1705.95
5085 	 9123.27 	 671.072 	 1706.11
5086 	 9126.64 	 671.846 	 1706.18
5087 	 9128.44 	 672.275 	 1706.72
5088 	 9129.98 	 672.55 	 1706.89
